id,date,problem,race,gender,location,precinct
17-064014,2017-02-22T14:17:30Z,traffic,Black,Male,45.01310678 -93.28125655,4
17-064019,2017-02-22T14:24:50Z,traffic,Latino,Female,44.94476 -93.23338,3
17-064021,2017-02-22T14:27:02Z,traffic,White,Female,44.89784189 -93.2851265,5
17-064022,2017-02-22T14:31:47Z,traffic,Latino,Male,44.94665979 -93.27729199,5
17-064025,2017-02-22T14:33:10Z,traffic,Latino,Male,44.99871 -93.25499,2
17-064027,2017-02-22T14:33:28Z,traffic,Black,Female,45.01313 -93.29433,4
17-064029,2017-02-22T14:37:32Z,traffic,White,Male,44.94836613 -93.28745858,5
17-064032,2017-02-22T14:40:57Z,traffic,White,Male,44.95373919 -93.28741795,5
17-064033,2017-02-22T14:41:18Z,traffic,Unknown,Male,44.99851074 -93.24924525,2
17-064036,2017-02-22T14:45:12Z,traffic,White,Male,44.95373919 -93.28741795,5
17-064052,2017-02-22T15:04:19Z,suspicious,Unknown,Unknown,44.9628157 -93.25170237,3
17-064049,2017-02-22T15:04:24Z,suspicious,White,Male,44.94836604 -93.29700751,5
17-064050,2017-02-22T15:05:27Z,traffic,White,Male,44.96319968 -93.30811383,5
17-064054,2017-02-22T15:06:38Z,suspicious,,,44.99914 -93.28799,4
17-064055,2017-02-22T15:10:07Z,traffic,White,Female,44.96121291 -93.31344267,5
17-064061,2017-02-22T15:15:16Z,traffic,White,Male,44.96079217 -93.31085119,5
17-064063,2017-02-22T15:18:45Z,traffic,Black,Female,44.99870052 -93.23292892,2
17-064064,2017-02-22T15:18:48Z,traffic,White,Female,44.96014239 -93.3099355,5
17-064066,2017-02-22T15:23:25Z,traffic,,,44.95554 -93.24736,3
17-064071,2017-02-22T15:26:25Z,traffic,White,Male,44.96079217 -93.31085119,5
17-064076,2017-02-22T15:31:47Z,traffic,Black,Female,44.99870343 -93.26351934,2
17-064079,2017-02-22T15:32:45Z,traffic,White,Female,44.96405099 -93.31048133,5
17-064081,2017-02-22T15:35:34Z,suspicious,Black,Male,44.96128029 -93.31206757,5
17-064084,2017-02-22T15:38:50Z,traffic,White,Female,44.96243933 -93.31138906,5
17-064085,2017-02-22T15:39:37Z,suspicious,Unknown,Unknown,45.01044525 -93.29558409,4
17-064089,2017-02-22T15:45:23Z,traffic,Black,Female,44.96179868 -93.28125485,5
17-064100,2017-02-22T15:57:48Z,traffic,White,Female,44.99268778 -93.25016917,2
17-064107,2017-02-22T16:06:39Z,suspicious,,,44.96453868 -93.21382435,2
17-064124,2017-02-22T16:26:47Z,suspicious,Unknown,Unknown,44.98261981 -93.29819794,4
17-064128,2017-02-22T16:28:28Z,suspicious,,,45.0130942 -93.28413789,4
17-064129,2017-02-22T16:28:28Z,suspicious,Unknown,Unknown,44.95915 -93.27785,5
17-064136,2017-02-22T16:34:17Z,traffic,White,Female,44.99871054 -93.24353734,2
17-064154,2017-02-22T16:47:06Z,suspicious,Native American,Male,44.96434297 -93.28818447,5
17-064156,2017-02-22T16:48:56Z,traffic,Other,Female,44.99916102 -93.2964007,4
17-064159,2017-02-22T16:53:59Z,suspicious,Native American,Male,44.96547616 -93.28794072,5
17-064164,2017-02-22T16:56:35Z,traffic,Black,Male,45.00793288 -93.24304401,2
17-064223,2017-02-22T17:31:38Z,traffic,White,Female,45.00596 -93.23973,2
17-064228,2017-02-22T17:37:59Z,suspicious,Unknown,Unknown,44.93592863 -93.23150641,3
17-064232,2017-02-22T17:42:35Z,traffic,Black,Female,45.00595 -93.24228,2
17-064240,2017-02-22T17:55:31Z,traffic,White,Female,45.00988 -93.24737,2
17-064255,2017-02-22T18:15:23Z,suspicious,,,44.95553 -93.26259,3
17-064273,2017-02-22T18:36:29Z,traffic,Unknown,Unknown,44.99228172 -93.29944245,4
17-064274,2017-02-22T18:38:47Z,traffic,White,Female,44.92688763 -93.2759794,5
17-064282,2017-02-22T18:43:46Z,traffic,White,Male,44.96014239 -93.3099355,5
17-064285,2017-02-22T18:46:16Z,traffic,Unknown,Unknown,44.99228153 -93.30194953,4
17-064288,2017-02-22T18:47:08Z,traffic,White,Female,44.96079217 -93.31085119,5
17-064293,2017-02-22T18:51:28Z,traffic,White,Female,44.96141588 -93.31066853,5
17-064298,2017-02-22T18:54:38Z,traffic,White,Female,44.96243933 -93.31138906,5
17-064302,2017-02-22T18:55:53Z,traffic,,,44.98063 -93.29715,4
17-064306,2017-02-22T18:59:59Z,traffic,White,Male,44.94836605 -93.30147281,5
17-064313,2017-02-22T19:04:44Z,suspicious,Black,Male,44.98074 -93.30629,4
17-064316,2017-02-22T19:06:23Z,traffic,White,Female,44.96141588 -93.31066853,5
17-064328,2017-02-22T19:13:38Z,traffic,White,Female,44.96243933 -93.31138906,5
17-064329,2017-02-22T19:17:28Z,traffic,White,Female,44.96243933 -93.31138906,5
17-064330,2017-02-22T19:18:06Z,traffic,White,Male,44.94950994 -93.31461307,5
17-064331,2017-02-22T19:18:44Z,suspicious,Unknown,Male,44.96091833 -93.29227644,5
17-064335,2017-02-22T19:21:52Z,traffic,Black,Male,45.01494 -93.29433,4
17-064337,2017-02-22T19:23:59Z,suspicious,Unknown,Male,44.97798 -93.2748,1
17-064346,2017-02-22T19:28:22Z,traffic,White,Female,44.96128029 -93.31206757,5
17-064353,2017-02-22T19:33:43Z,traffic,White,Female,44.96141588 -93.31066853,5
17-064364,2017-02-22T19:43:17Z,traffic,White,Male,44.96141588 -93.31066853,5
17-064370,2017-02-22T19:48:51Z,traffic,White,Male,44.94882807 -93.30545745,5
17-064371,2017-02-22T19:49:22Z,traffic,Black,Female,45.01311 -93.28336,4
17-064375,2017-02-22T19:51:17Z,traffic,White,Female,45.00748 -93.25698,2
17-064378,2017-02-22T19:52:40Z,traffic,Black,Male,44.94836098 -93.2912807,5
17-064380,2017-02-22T19:54:55Z,traffic,Other,Male,45.01316 -93.2701,2
17-064399,2017-02-22T20:07:34Z,traffic,White,Female,44.99135 -93.22821,2
17-064402,2017-02-22T20:09:53Z,suspicious,Unknown,Male,45.01235203 -93.30823595,4
17-064405,2017-02-22T20:12:07Z,traffic,White,Male,44.89968113 -93.29657272,5
17-064413,2017-02-22T20:16:50Z,traffic,Other,Male,45.00635 -93.2631,2
17-064424,2017-02-22T20:30:44Z,traffic,Black,Male,45.02036 -93.29559,4
17-064428,2017-02-22T20:32:11Z,suspicious,Unknown,Unknown,45.00683494 -93.29178306,4
17-064443,2017-02-22T20:41:42Z,suspicious,Unknown,Unknown,44.90166 -93.23744,3
17-064445,2017-02-22T20:43:49Z,traffic,White,Female,44.95554 -93.28677,5
17-064449,2017-02-22T20:48:49Z,suspicious,White,Male,45.00363907 -93.22883412,2
17-064475,2017-02-22T21:08:12Z,traffic,Black,Male,45.00953 -93.29179,4
17-064503,2017-02-22T21:30:58Z,traffic,Black,Female,45.00598 -93.30062,4
17-064519,2017-02-22T21:42:52Z,traffic,Black,Male,45.00358844 -93.30884707,4
17-064522,2017-02-22T21:44:56Z,suspicious,White,Female,44.94633075 -93.27411968,3
17-064526,2017-02-22T21:49:59Z,traffic,Black,Male,44.99873435 -93.30003052,4
17-064533,2017-02-22T21:55:40Z,traffic,Black,Female,45.01313258 -93.29495668,4
17-064544,2017-02-22T22:05:11Z,suspicious,White,Female,44.95007 -93.24995,3
17-064554,2017-02-22T22:16:30Z,traffic,White,Female,44.93049 -93.27792,5
17-064555,2017-02-22T22:16:45Z,traffic,White,Male,45.0075 -93.25247,2
17-064576,2017-02-22T22:32:51Z,suspicious,Native American,Male,44.96547616 -93.28794072,5
17-064577,2017-02-22T22:33:09Z,traffic,Black,Male,44.984 -93.31213,4
17-064579,2017-02-22T22:34:18Z,traffic,Black,Male,44.98074332 -93.30606202,4
17-064585,2017-02-22T22:43:04Z,suspicious,White,Male,44.96969 -93.27026,1
17-064590,2017-02-22T22:45:47Z,traffic,Black,Male,44.99914804 -93.29181556,4
17-064599,2017-02-22T22:52:39Z,suspicious,White,Male,44.94836051 -93.29383162,5
17-064612,2017-02-22T23:01:42Z,suspicious,Black,Male,45.01677446 -93.24645122,2
17-064650,2017-02-22T23:34:59Z,traffic,,,45.01497 -93.25244,2
17-064654,2017-02-22T23:38:59Z,suspicious,Black,Male,44.89870621 -93.22418506,3
17-064665,2017-02-22T23:47:53Z,suspicious,,,44.97050597 -93.27771387,1
17-064666,2017-02-22T23:50:54Z,traffic,Asian,Male,44.98617477 -93.27013341,1
17-064687,2017-02-23T00:08:43Z,traffic,Black,Male,44.98735274 -93.25964475,2
17-064702,2017-02-23T00:20:43Z,traffic,White,Male,44.98705595 -93.25524238,2
17-064718,2017-02-23T00:32:30Z,traffic,White,Male,44.98399469 -93.24943644,2
17-064719,2017-02-23T00:32:48Z,suspicious,White,Male,44.95779751 -93.24733141,3
17-064730,2017-02-23T00:40:42Z,traffic,Black,Male,44.94958302 -93.27664165,5
17-064744,2017-02-23T00:50:50Z,suspicious,Black,Male,44.95912 -93.26002,3
17-064746,2017-02-23T00:52:45Z,suspicious,Native American,Female,44.95646 -93.24735,3
17-064758,2017-02-23T01:01:55Z,suspicious,East African,Male,44.89981794 -93.22589758,3
17-064760,2017-02-23T01:02:25Z,traffic,Other,Male,44.94925921 -93.30081571,5
17-064764,2017-02-23T01:06:25Z,traffic,Black,Male,44.98333892 -93.26961693,1
17-064767,2017-02-23T01:07:28Z,suspicious,,,44.9474742 -93.29829195,5
17-064801,2017-02-23T01:34:40Z,traffic,,,44.95284396 -93.28132162,5
17-064803,2017-02-23T01:36:27Z,suspicious,Other,Male,44.94660558 -93.30507806,5
17-064815,2017-02-23T01:40:11Z,traffic,Black,Female,44.95914 -93.2473,3
17-064818,2017-02-23T01:40:17Z,suspicious,Black,Male,44.98969 -93.30196,4
17-064825,2017-02-23T01:43:32Z,traffic,White,Female,44.99148869 -93.2453083,2
17-064833,2017-02-23T01:45:06Z,traffic,Black,Male,45.01316 -93.25672,2
17-064865,2017-02-23T02:00:36Z,traffic,White,Female,44.99599002 -93.25243111,2
17-064868,2017-02-23T02:02:22Z,traffic,White,Male,45.01767683 -93.24727148,2
17-064879,2017-02-23T02:10:16Z,traffic,White,Female,44.9987097 -93.25435295,2
17-064893,2017-02-23T02:23:02Z,traffic,Asian,Male,45.00963 -93.3095,4
17-064894,2017-02-23T02:23:07Z,traffic,East African,Male,44.99870322 -93.26420345,2
17-064896,2017-02-23T02:24:21Z,traffic,White,Female,45.00598 -93.23717,2
17-064916,2017-02-23T02:43:23Z,traffic,White,Male,44.99870142 -93.26994272,2
17-064928,2017-02-23T02:55:54Z,traffic,White,Female,45.00651315 -93.28184561,4
17-064935,2017-02-23T03:01:00Z,suspicious,Unknown,Unknown,44.95101337 -93.24994104,3
17-064941,2017-02-23T03:04:34Z,traffic,White,Male,44.95374 -93.28805,5
17-064957,2017-02-23T03:12:56Z,suspicious,Native American,Male,44.9572173 -93.24485196,3
17-064958,2017-02-23T03:13:50Z,traffic,Other,Female,44.96811948 -93.2484969,1
17-064966,2017-02-23T03:22:12Z,suspicious,Black,Male,44.98969 -93.30196,4
17-064968,2017-02-23T03:23:02Z,traffic,Black,Female,45.01866 -93.30826,4
17-064988,2017-02-23T03:40:17Z,traffic,White,Male,45.01677 -93.24734,2
17-064993,2017-02-23T03:45:18Z,suspicious,Unknown,Unknown,44.94835935 -93.25949392,3
17-064995,2017-02-23T03:48:19Z,traffic,East African,Female,44.94655717 -93.24931469,3
17-064996,2017-02-23T03:48:23Z,traffic,,,44.96089999 -93.27338091,5
17-064997,2017-02-23T03:49:32Z,traffic,White,Male,44.96091 -93.28801,5
17-064998,2017-02-23T03:50:36Z,suspicious,,,44.96277279 -93.22753529,3
17-065001,2017-02-23T03:52:47Z,traffic,Other,Male,45.01678 -93.26316,2
17-065040,2017-02-23T04:20:33Z,traffic,White,Female,44.91708716 -93.24730493,3
17-065044,2017-02-23T04:22:53Z,traffic,Black,Male,44.95137668 -93.27660517,5
17-065046,2017-02-23T04:24:06Z,suspicious,,,44.95195 -93.2512,3
17-065060,2017-02-23T04:42:22Z,traffic,Black,Male,44.95591343 -93.29652751,5
17-065075,2017-02-23T04:55:03Z,traffic,,,44.96395237 -93.27339629,5
17-065096,2017-02-23T05:19:33Z,traffic,Black,Female,44.99988634 -93.2988852,4
17-065118,2017-02-23T05:32:36Z,suspicious,Unknown,Unknown,45.00862118 -93.28925999,4
17-065120,2017-02-23T05:33:30Z,suspicious,East African,Male,44.95283542 -93.26898282,3
17-065140,2017-02-23T05:51:02Z,traffic,Black,Male,44.98073 -93.27852,1
17-065152,2017-02-23T06:01:04Z,suspicious,Black,Male,44.98211632 -93.2982058,4
17-065155,2017-02-23T06:05:57Z,suspicious,Black,Male,44.99970905 -93.29563736,4
17-065158,2017-02-23T06:11:00Z,traffic,,,44.98381 -93.2441,2
17-065171,2017-02-23T06:40:08Z,suspicious,East African,Male,44.94044075 -93.27791575,5
17-065196,2017-02-23T07:05:30Z,traffic,White,Male,44.97902 -93.2649,1
17-065200,2017-02-23T07:11:52Z,suspicious,Black,Female,44.9746796 -93.27319195,1
17-065220,2017-02-23T07:37:46Z,traffic,White,Male,44.9653941 -93.23592303,1
17-065221,2017-02-23T07:38:36Z,traffic,White,Male,44.99871054 -93.24353734,2
17-065222,2017-02-23T07:42:52Z,suspicious,Black,Male,45.00691522 -93.3069452,4
17-065240,2017-02-23T07:56:35Z,traffic,Black,Male,44.97447173 -93.25115192,1
17-065245,2017-02-23T08:06:10Z,suspicious,,,44.99873 -93.2994,4
17-065252,2017-02-23T08:15:43Z,suspicious,Native American,Male,44.9794259 -93.26270723,1
17-065260,2017-02-23T08:30:39Z,suspicious,Unknown,Unknown,44.97251895 -93.27125498,1
17-065261,2017-02-23T08:30:39Z,suspicious,Unknown,Unknown,44.96521739 -93.27339315,5
17-065265,2017-02-23T08:42:26Z,suspicious,Black,Female,44.98282654 -93.27477304,1
17-065287,2017-02-23T09:09:48Z,suspicious,Unknown,Unknown,44.95463819 -93.27964542,5
17-065296,2017-02-23T09:20:48Z,traffic,,,44.95194 -93.27661,5
17-065297,2017-02-23T09:21:31Z,suspicious,Black,Male,44.94837 -93.25378,3
17-065298,2017-02-23T09:22:43Z,traffic,Black,Male,45.01316 -93.24734,2
17-065302,2017-02-23T09:30:11Z,suspicious,Unknown,Unknown,44.95284396 -93.28132162,5
17-065303,2017-02-23T09:30:51Z,traffic,Black,Male,45.01316173 -93.2516688,2
17-065328,2017-02-23T10:44:41Z,traffic,Black,Male,44.98895697 -93.25312665,2
17-065357,2017-02-23T13:18:00Z,traffic,White,Female,44.89875625 -93.28319948,5
17-065375,2017-02-23T13:56:41Z,suspicious,White,Female,44.94231677 -93.32024299,5
17-065393,2017-02-23T14:37:37Z,suspicious,White,Male,44.97675 -93.27868,1
17-065400,2017-02-23T14:49:26Z,suspicious,Unknown,Male,44.94335 -93.20511,3
17-065404,2017-02-23T14:52:49Z,suspicious,Unknown,Unknown,44.95553 -93.26006,3
17-065413,2017-02-23T15:07:24Z,suspicious,,,44.89561447 -93.27754595,5
17-065424,2017-02-23T15:17:21Z,traffic,White,Male,44.90878277 -93.27851273,5
17-065434,2017-02-23T15:34:37Z,suspicious,White,Male,44.96891 -93.26766,1
17-065450,2017-02-23T15:57:12Z,suspicious,Unknown,Male,44.90074892 -93.23870383,3
17-065462,2017-02-23T16:08:38Z,traffic,Black,Male,44.94044075 -93.27791575,5
17-065465,2017-02-23T16:11:38Z,suspicious,Black,Male,45.00598 -93.23717,2
17-065467,2017-02-23T16:17:24Z,traffic,Black,Female,44.94566461 -93.27970023,5
17-065469,2017-02-23T16:18:13Z,traffic,Black,Male,45.01502 -93.30318,4
17-065470,2017-02-23T16:18:13Z,suspicious,Black,Male,44.94921509 -93.25122232,3
17-065474,2017-02-23T16:22:51Z,suspicious,Black,Male,44.99914804 -93.29181556,4
17-065481,2017-02-23T16:36:53Z,traffic,White,Female,45.01326 -93.31334,4
17-065484,2017-02-23T16:42:01Z,suspicious,,,44.95101337 -93.24994104,3
17-065487,2017-02-23T16:44:13Z,traffic,Black,Male,45.02046 -93.30954,4
17-065496,2017-02-23T17:00:12Z,suspicious,Unknown,Unknown,44.96393 -93.25819,3
17-065497,2017-02-23T17:00:20Z,traffic,White,Female,45.01863 -93.30445,4
17-065499,2017-02-23T17:01:26Z,traffic,White,Male,44.99913 -93.28566,4
17-065520,2017-02-23T17:26:00Z,traffic,Black,Male,45.00258 -93.28645,4
17-065530,2017-02-23T17:36:07Z,traffic,Black,Female,44.94836636 -93.28618688,5
17-065538,2017-02-23T17:41:19Z,suspicious,Black,Male,45.01490553 -93.28725438,4
17-065564,2017-02-23T18:09:27Z,suspicious,,,44.97798 -93.2748,1
17-065574,2017-02-23T18:21:03Z,suspicious,Unknown,Unknown,44.97034 -93.26298,1
17-065583,2017-02-23T18:33:58Z,traffic,White,Female,45.03383886 -93.24729385,2
17-065587,2017-02-23T18:36:35Z,traffic,Black,Female,44.98915 -93.25297,2
17-065597,2017-02-23T18:45:42Z,suspicious,Unknown,Unknown,45.00782196 -93.30758256,4
17-065601,2017-02-23T18:50:20Z,traffic,White,Female,45.02483659 -93.24743156,2
17-065621,2017-02-23T19:01:43Z,traffic,Black,Male,44.9474742 -93.29829195,5
17-065623,2017-02-23T19:04:13Z,traffic,Black,Female,45.01321092 -93.22879419,2
17-065626,2017-02-23T19:07:12Z,traffic,Other,Male,45.0168046 -93.24032149,2
17-065631,2017-02-23T19:09:34Z,traffic,Black,Male,45.02387844 -93.23711509,2
17-065636,2017-02-23T19:18:03Z,traffic,,,45.02676609 -93.23712591,2
17-065641,2017-02-23T19:22:56Z,suspicious,Unknown,Unknown,44.89247252 -93.30120383,5
17-065648,2017-02-23T19:32:43Z,traffic,White,Female,44.93047793 -93.28162622,5
17-065652,2017-02-23T19:36:35Z,traffic,White,Male,44.93049217 -93.2794973,5
17-065659,2017-02-23T19:43:48Z,traffic,White,Male,44.93047793 -93.28162622,5
17-065670,2017-02-23T19:54:02Z,suspicious,Unknown,Unknown,45.02032 -93.29056,4
17-065669,2017-02-23T19:54:06Z,traffic,,,45.01406587 -93.24733737,2
17-065675,2017-02-23T19:56:31Z,traffic,Black,Male,44.9304933 -93.27902842,5
17-065682,2017-02-23T20:03:07Z,traffic,Latino,Male,44.9304933 -93.27902842,5
17-065687,2017-02-23T20:05:19Z,suspicious,Black,Male,45.04842509 -93.29406668,4
17-065688,2017-02-23T20:08:25Z,traffic,White,Female,44.93047588 -93.28245412,5
17-065693,2017-02-23T20:12:48Z,traffic,White,Female,44.93048832 -93.28014714,5
17-065700,2017-02-23T20:18:30Z,traffic,White,Male,44.93048832 -93.28014714,5
17-065705,2017-02-23T20:23:43Z,traffic,White,Male,44.9304933 -93.27902842,5
17-065712,2017-02-23T20:26:24Z,suspicious,Unknown,Unknown,44.89162217 -93.25921872,3
17-065713,2017-02-23T20:28:26Z,traffic,Black,Male,44.89673892 -93.27810374,5
17-065726,2017-02-23T20:41:34Z,traffic,Black,Female,44.94916 -93.29446,5
17-065736,2017-02-23T20:52:26Z,suspicious,,,44.97996756 -93.27316614,1
17-065772,2017-02-23T21:26:40Z,traffic,Black,Female,45.02756 -93.28935,4
17-065781,2017-02-23T21:38:24Z,traffic,Black,Male,45.01855 -93.29433,4
17-065792,2017-02-23T21:46:02Z,traffic,Black,Male,45.00843 -93.28494,4
17-065797,2017-02-23T21:49:43Z,traffic,Latino,Female,44.94660031 -93.28053439,5
17-065798,2017-02-23T21:51:50Z,suspicious,White,Male,44.94666 -93.27412,3
17-065810,2017-02-23T22:03:54Z,traffic,Other,Male,45.00148565 -93.28417952,4
17-065813,2017-02-23T22:06:32Z,suspicious,White,Female,45.02393 -93.28654,4
17-065819,2017-02-23T22:16:55Z,traffic,Other,Female,45.00861324 -93.28799802,4
17-065834,2017-02-23T22:29:51Z,traffic,Other,Male,45.00024037 -93.28444559,4
17-065835,2017-02-23T22:29:59Z,suspicious,Black,Male,44.94835 -93.27411,3
17-065836,2017-02-23T22:30:33Z,suspicious,Unknown,Unknown,44.97798 -93.2748,1
17-065850,2017-02-23T22:44:07Z,suspicious,,,44.98083264 -93.27195951,1
17-065880,2017-02-23T23:22:38Z,traffic,Unknown,Unknown,44.93411594 -93.2454366,3
17-065888,2017-02-23T23:29:54Z,suspicious,Black,Male,45.01940205 -93.2865104,4
17-065899,2017-02-23T23:39:09Z,traffic,Asian,Male,44.99332 -93.30822,4
17-065905,2017-02-23T23:51:42Z,traffic,Black,Male,45.0030963 -93.30702211,4
17-065910,2017-02-23T23:58:45Z,traffic,Black,Male,45.0031 -93.30514,4
17-065919,2017-02-24T00:07:39Z,traffic,Black,Female,44.99915806 -93.29487623,4
17-065929,2017-02-24T00:12:36Z,suspicious,Unknown,Unknown,44.92784255 -93.26250665,3
17-065934,2017-02-24T00:14:16Z,suspicious,Unknown,Unknown,44.98147533 -93.28321096,1
17-065937,2017-02-24T00:15:24Z,suspicious,Unknown,Unknown,44.96464041 -93.28235407,5
17-065939,2017-02-24T00:16:19Z,traffic,Black,Male,45.00775 -93.29431,4
17-065954,2017-02-24T00:26:55Z,suspicious,Unknown,Unknown,45.02211 -93.28501,4
17-065955,2017-02-24T00:27:05Z,suspicious,Asian,Male,44.97764285 -93.22865271,2
17-065972,2017-02-24T00:41:13Z,suspicious,Unknown,Unknown,44.94778736 -93.23384449,3
17-065974,2017-02-24T00:42:57Z,suspicious,Unknown,Unknown,45.02256369 -93.28503772,4
17-065977,2017-02-24T00:46:29Z,suspicious,,,44.96271 -93.26108,3
17-065986,2017-02-24T00:50:36Z,suspicious,Unknown,Unknown,44.92061484 -93.26895481,3
17-065989,2017-02-24T00:55:44Z,suspicious,Unknown,Unknown,44.981964 -93.23460561,2
17-066019,2017-02-24T01:22:33Z,suspicious,White,Female,45.02137842 -93.22686292,2
17-066030,2017-02-24T01:28:03Z,suspicious,Unknown,Unknown,44.92974789 -93.21021066,3
17-066034,2017-02-24T01:33:17Z,suspicious,Black,Male,44.99870343 -93.26351934,2
17-066035,2017-02-24T01:34:12Z,traffic,Black,Male,45.00024 -93.28647,4
17-066051,2017-02-24T01:44:16Z,traffic,East African,Male,44.98722 -93.25266,2
17-066061,2017-02-24T01:47:25Z,traffic,White,Male,44.99632 -93.29105,4
17-066062,2017-02-24T01:47:31Z,suspicious,Black,Male,44.99149757 -93.30007128,4
17-066065,2017-02-24T01:49:03Z,suspicious,Unknown,Unknown,44.92519 -93.21276,3
17-066067,2017-02-24T01:51:04Z,traffic,,,44.99913768 -93.28875577,4
17-066079,2017-02-24T01:59:12Z,traffic,Black,Female,44.99307 -93.29943,4
17-066110,2017-02-24T02:30:55Z,suspicious,,,44.94581681 -93.27155345,3
17-066120,2017-02-24T02:42:26Z,suspicious,,,45.01316173 -93.2516688,2
17-066122,2017-02-24T02:42:58Z,suspicious,East African,Male,44.99914 -93.29105,4
17-066127,2017-02-24T02:44:32Z,suspicious,Unknown,Unknown,45.02318139 -93.30832352,4
17-066141,2017-02-24T02:55:13Z,suspicious,,,44.9269 -93.22465,3
17-066158,2017-02-24T03:10:22Z,traffic,Asian,Female,45.01316127 -93.2709171,2
17-066168,2017-02-24T03:18:28Z,suspicious,White,Male,44.98845125 -93.22283094,2
17-066174,2017-02-24T03:23:03Z,suspicious,,,45.00783 -93.30821,4
17-066175,2017-02-24T03:24:13Z,suspicious,Black,Male,44.96272 -93.2568,3
17-066185,2017-02-24T03:30:22Z,traffic,White,Female,44.94977 -93.3138,5
17-066188,2017-02-24T03:31:26Z,traffic,Other,Female,44.96811948 -93.2484969,1
17-066202,2017-02-24T03:43:32Z,traffic,Black,Female,44.95134443 -93.28299,5
17-066205,2017-02-24T03:44:50Z,traffic,,,44.98128 -93.27019,1
17-066221,2017-02-24T03:59:27Z,traffic,Unknown,Female,44.96875819 -93.21881045,2
17-066228,2017-02-24T04:01:11Z,suspicious,,,44.96182 -93.25233,3
17-066242,2017-02-24T04:10:53Z,traffic,,,44.9819 -93.23284,2
17-066254,2017-02-24T04:16:04Z,traffic,Latino,Male,44.9259812 -93.27015718,3
17-066257,2017-02-24T04:21:57Z,traffic,,,44.98147 -93.235,2
17-066258,2017-02-24T04:22:33Z,traffic,Black,Male,45.02761105 -93.26157461,2
17-066263,2017-02-24T04:29:54Z,traffic,,,44.9819 -93.23284,2
17-066269,2017-02-24T04:32:41Z,traffic,White,Male,45.02753847 -93.26009008,2
17-066273,2017-02-24T04:34:56Z,suspicious,Black,Female,44.98124 -93.27254,1
17-066284,2017-02-24T04:46:02Z,traffic,White,Female,45.02693792 -93.26290497,2
17-066285,2017-02-24T04:46:13Z,traffic,Black,Female,44.9609006 -93.27084862,5
17-066291,2017-02-24T04:51:19Z,traffic,East African,Male,44.98800707 -93.25817703,2
17-066296,2017-02-24T04:53:14Z,traffic,Black,Male,44.89233672 -93.27874776,5
17-066301,2017-02-24T04:58:47Z,suspicious,Black,Male,45.0131 -93.28928,4
17-066308,2017-02-24T05:02:09Z,traffic,Black,Male,44.95196 -93.24739,3
17-066312,2017-02-24T05:03:31Z,suspicious,Other,Male,44.96332221 -93.27148389,5
17-066315,2017-02-24T05:06:55Z,traffic,,,44.94834704 -93.27880784,5
17-066328,2017-02-24T05:16:54Z,traffic,White,Male,45.02851111 -93.24741195,2
17-066330,2017-02-24T05:19:26Z,traffic,Other,Male,44.93956 -93.26256,3
17-066334,2017-02-24T05:21:11Z,traffic,Other,Male,44.95554 -93.25243,3
17-066341,2017-02-24T05:24:18Z,traffic,White,Male,45.03046167 -93.2600102,2
17-066347,2017-02-24T05:27:08Z,traffic,Unknown,Male,45.01400331 -93.28076638,4
17-066349,2017-02-24T05:29:35Z,traffic,,,44.99915 -93.29258,4
17-066350,2017-02-24T05:29:55Z,traffic,Other,Female,45.00642144 -93.24736561,2
17-066354,2017-02-24T05:34:15Z,traffic,Black,Male,44.95006 -93.25122,3
17-066359,2017-02-24T05:38:39Z,suspicious,Asian,Female,44.94835805 -93.26204108,3
17-066360,2017-02-24T05:39:11Z,traffic,Black,Female,45.01406587 -93.24733737,2
17-066371,2017-02-24T05:47:04Z,suspicious,Black,Male,44.94955167 -93.28134598,5
17-066378,2017-02-24T05:51:17Z,traffic,,,44.94052459 -93.27405937,3
17-066391,2017-02-24T06:00:14Z,suspicious,,,44.94926 -93.29828,5
17-066393,2017-02-24T06:01:35Z,traffic,Black,Male,45.01497951 -93.2624268,2
17-066400,2017-02-24T06:05:27Z,traffic,White,Female,44.94664 -93.27537,5
17-066402,2017-02-24T06:09:11Z,traffic,Other,Male,44.95194169 -93.27878356,5
17-066412,2017-02-24T06:13:15Z,suspicious,Native American,Female,44.96269 -93.27656,5
17-066425,2017-02-24T06:21:06Z,traffic,Black,Female,44.94834712 -93.28052287,5
17-066426,2017-02-24T06:21:14Z,suspicious,White,Female,44.9987045 -93.26240584,2
17-066453,2017-02-24T06:48:02Z,traffic,Black,Male,44.94836 -93.25632,3
17-066460,2017-02-24T06:51:30Z,suspicious,Unknown,Unknown,44.91035089 -93.22285845,3
17-066472,2017-02-24T06:59:27Z,traffic,White,Female,44.93953 -93.27974,5
17-066477,2017-02-24T07:02:17Z,traffic,Black,Male,44.98835 -93.28937,4
17-066484,2017-02-24T07:07:45Z,traffic,White,Male,44.94836636 -93.28618688,5
17-066486,2017-02-24T07:10:39Z,suspicious,Native American,Male,44.95645994 -93.24596583,3
17-066488,2017-02-24T07:11:14Z,suspicious,Unknown,Unknown,45.02302234 -93.28805488,4
17-066494,2017-02-24T07:15:29Z,traffic,Black,Male,45.00686339 -93.29683374,4
17-066496,2017-02-24T07:18:09Z,traffic,Black,Male,44.96056 -93.24609,3
17-066508,2017-02-24T07:32:49Z,traffic,White,Male,45.02771 -93.30841,4
